Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2023,139,1211,84,1395,81,N,0,30,67,8,25,16,25,11,29,14,10,6,5,17,30,67,9,25,12,20,9,24,16,9,3,6,24
2023,136,1417,86,1421,53,N,0,34,63,5,16,13,17,11,22,24,7,11,4,11,19,51,6,20,9,13,5,14,9,16,5,4,15
2023,136,1104,96,1394,75,N,0,33,70,15,33,15,23,14,32,21,8,4,8,18,26,75,7,20,16,18,11,23,8,6,4,3,18
2023,136,1336,76,1401,59,N,0,27,56,13,22,9,11,7,20,14,5,5,1,11,20,59,10,34,9,12,15,17,9,10,3,2,15
2023,137,1163,87,1233,63,N,0,32,66,11,25,12,14,14,29,24,8,4,5,15,22,57,7,16,12,16,5,20,9,6,7,3,13
2023,137,1388,63,1433,51,N,0,20,49,3,17,20,27,9,24,13,8,8,6,19,18,49,5,14,10,16,7,17,7,14,7,5,20
2024,138,1235,67,1450,56,N,0,23,57,7,14,14,17,11,19,14,5,5,2,12,22,51,5,23,7,9,9,23,9,12,3,8,16
2024,137,1181,64,1436,47,N,0,19,45,6,18,20,29,7,29,11,9,9,5,13,20,52,5,20,2,6,5,18,12,11,8,3,19
2024,139,1266,81,1160,77,N,0,34,55,9,21,4,8,2,21,18,12,10,4,10,31,66,10,30,5,7,10,17,21,12,8,3,11
2024,137,1321,77,1194,65,N,0,29,69,8,23,11,15,13,26,20,12,12,1,13,22,57,5,27,16,21,6,27,10,21,9,5,17
2024,144,1301,67,1266,58,N,0,26,56,9,23,6,12,6,31,14,12,6,3,16,20,60,4,31,14,23,9,24,8,9,7,6,15
2024,138,1314,85,1277,69,N,0,28,60,10,26,19,23,5,24,12,5,5,6,14,26,59,6,16,11,15,6,25,6,11,3,1,20
2024,138,1211,89,1242,68,N,0,35,58,8,15,11,15,8,29,19,9,2,5,12,27,70,9,22,5,9,13,17,20,8,5,2,14
2024,136,1314,90,1447,62,N,0,33,60,9,18,15,19,12,29,14,9,4,3,13,23,58,7,18,9,15,7,13,8,7,5,2,13
2024,143,1104,89,1314,87,N,0,32,67,11,26,14,20,14,23,13,10,4,7,18,30,78,12,32,15,17,17,21,17,7,8,3,18
2024,135,1212,88,1286,81,N,0,33,66,4,10,18,23,10,26,11,11,6,4,14,30,58,13,30,8,15,5,22,18,10,9,3,18
2024,139,1155,72,1124,64,N,0,23,47,6,17,20,24,3,26,16,11,4,4,21,21,54,6,24,16,26,8,22,7,10,8,2,16
2024,137,1429,88,1395,72,N,0,33,60,8,19,14,15,4,22,22,9,10,9,13,24,67,7,22,17,22,18,17,13,13,6,4,13
2024,136,1166,77,1103,60,N,0,26,46,10,17,15,20,4,32,11,14,0,4,12,25,66,6,28,4,6,9,17,8,4,5,1,20
2024,136,1324,80,1246,76,N,0,26,63,15,31,13,23,13,26,16,6,5,1,18,26,61,9,28,15,20,10,28,17,11,2,6,18
2024,145,1104,89,1155,82,N,0,29,62,16,36,15,22,14,26,20,12,3,6,17,33,69,8,26,8,16,8,20,15,6,6,2,20
2024,138,1228,89,1182,63,N,0,35,59,7,21,12,17,10,21,17,7,6,1,12,25,61,5,17,8,10,12,13,14,9,4,1,17
2024,136,1277,69,1280,51,N,0,27,54,10,23,5,6,11,23,14,13,7,3,15,20,54,6,27,5,10,10,14,13,14,9,2,11
2024,138,1397,62,1400,58,N,0,22,65,3,25,15,18,13,27,11,11,9,3,15,20,55,7,23,11,12,6,23,6,16,5,3,16
2024,136,1182,71,1140,67,N,0,26,56,7,18,12,16,5,22,13,9,7,7,17,22,57,8,24,15,17,8,24,16,11,6,2,18
2024,143,1155,77,1112,72,N,0,29,59,8,25,11,16,6,27,17,10,4,2,19,25,67,5,28,17,25,16,25,14,9,8,4,16
2025,138,1403,77,1179,64,N,0,28,52,2,14,19,22,5,25,13,3,2,3,11,23,54,8,17,10,14,5,19,16,5,2,2,14
2025,137,1332,81,1251,52,N,0,31,57,10,21,9,11,7,34,12,14,11,2,10,20,61,8,37,4,8,8,16,14,12,6,4,11
2025,136,1397,77,1459,62,N,0,26,54,10,28,15,22,9,22,15,5,9,3,14,23,55,11,26,5,9,10,19,13,11,3,1,20
2025,146,1120,70,1277,64,N,0,26,61,7,25,11,20,10,26,16,6,4,5,16,22,64,7,23,13,16,11,27,12,9,5,5,18
2025,139,1277,71,1307,63,N,0,24,54,4,15,19,28,9,22,14,9,6,7,11,27,56,4,13,5,10,6,22,7,9,5,1,22
2025,139,1246,84,1228,75,N,0,32,68,8,21,12,20,8,26,18,5,14,4,18,27,62,9,32,12,19,11,29,12,14,3,5,20
2025,136,1345,75,1219,63,N,0,28,61,5,15,14,22,17,22,10,7,4,0,13,23,53,10,28,7,11,5,15,13,8,4,2,20
2025,139,1196,77,1163,75,N,0,23,50,9,19,22,34,11,28,12,12,4,0,17,24,64,8,29,19,22,14,21,16,6,8,2,21
2025,139,1181,89,1124,66,N,0,29,45,12,22,19,23,3,25,17,5,3,5,13,25,68,8,25,8,10,13,13,9,5,2,0,16
2025,136,1179,67,1281,57,N,0,25,46,5,10,12,24,9,20,18,14,13,3,20,15,45,4,16,23,26,8,18,10,16,8,1,20
2025,144,1397,78,1246,65,N,0,29,57,5,19,15,20,13,18,17,8,8,3,14,25,51,6,15,9,13,4,15,10,11,7,2,17
2025,136,1276,68,1471,65,N,0,24,57,9,27,11,20,13,24,14,14,2,2,15,24,62,7,30,10,13,10,25,8,8,7,0,20
2025,136,1403,82,1423,72,N,0,27,69,13,46,15,23,13,26,21,6,4,3,16,26,63,7,26,13,15,10,30,20,13,2,1,20
2025,136,1458,85,1285,66,N,0,31,56,7,23,16,20,7,31,14,11,5,6,13,25,63,7,24,9,12,7,17,13,8,6,1,17
2025,139,1279,91,1235,78,N,0,32,55,11,19,16,21,5,23,15,8,11,1,21,27,56,8,22,16,24,13,19,9,15,5,0,19
2025,136,1417,72,1429,47,N,0,26,54,10,24,10,10,6,27,22,9,6,7,11,18,60,4,31,7,10,15,16,9,11,6,2,11
2025,145,1196,84,1403,79,N,0,25,57,9,24,25,27,11,28,11,9,3,5,16,31,72,10,27,7,13,13,18,11,7,4,3,18
2025,137,1161,78,1272,70,N,0,24,57,11,30,19,25,11,18,14,9,8,1,13,25,59,6,23,14,20,15,25,8,16,7,6,20
2025,137,1246,76,1407,57,N,0,28,59,10,26,10,16,5,31,23,10,5,6,12,22,63,8,32,5,9,10,27,14,10,10,1,12
2025,145,1181,85,1104,65,N,0,30,56,6,13,19,22,5,33,19,13,6,3,15,23,65,8,32,11,14,8,19,14,10,9,5,18
